household_id,household_id2,rural,pw_w3,saq01,saq03,saq06,saq08,hh_s5cq0b,hh_s5cq0c,hh_s5cq06,hh_s5cq07
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,2,A,Full meal Breakf,2,
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,2,B,Full meal Luncht,2,
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,2,C,Full meal Dinner,2,
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,2,D,Snacks such as .,2,
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,2,E,Dairy based beve,2,
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,2,F,Vegetables and r,2,
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,2,G,Non alcoholic dr,2,
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,2,H,Alcoholic drinks,2,
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,17,A,Full meal Breakf,2,
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,17,B,Full meal Luncht,2,
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,17,C,Full meal Dinner,2,
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,17,D,Snacks such as .,2,
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,17,E,Dairy based beve,2,
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,17,F,Vegetables and r,2,
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,17,G,Non alcoholic dr,2,
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,17,H,Alcoholic drinks,2,
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,34,A,Full meal Breakf,2,
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,34,B,Full meal Luncht,2,
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,34,C,Full meal Dinner,2,
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,34,D,Snacks such as .,2,
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,34,E,Dairy based beve,2,
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,34,F,Vegetables and r,2,
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,34,G,Non alcoholic dr,2,
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,34,H,Alcoholic drinks,2,
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,49,A,Full meal Breakf,2,
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,49,B,Full meal Luncht,2,
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,49,C,Full meal Dinner,2,
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,49,D,Snacks such as .,2,
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,49,E,Dairy based beve,2,
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,49,F,Vegetables and r,2,
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,49,G,Non alcoholic dr,2,
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,49,H,Alcoholic drinks,2,
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,64,A,Full meal Breakf,2,
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,64,B,Full meal Luncht,2,
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,64,C,Full meal Dinner,2,
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,64,D,Snacks such as .,2,
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,64,E,Dairy based beve,2,
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,64,F,Vegetables and r,2,
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,64,G,Non alcoholic dr,2,
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,64,H,Alcoholic drinks,2,
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,80,A,Full meal Breakf,1,4
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,80,B,Full meal Luncht,2,
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,80,C,Full meal Dinner,2,
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,80,D,Snacks such as .,2,
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,80,E,Dairy based beve,2,
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,80,F,Vegetables and r,2,
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,80,G,Non alcoholic dr,2,
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,80,H,Alcoholic drinks,2,
1.0101E+12,1.01011E+16,1,2445.650635,1,1,16,87,A,Full meal Breakf,2,
1.0101E+12,1.01011E+16,1,2445.650635,1,1,16,87,B,Full meal Luncht,2,
1.0101E+12,1.01011E+16,1,2445.650635,1,1,16,87,C,Full meal Dinner,2,
1.0101E+12,1.01011E+16,1,2445.650635,1,1,16,87,D,Snacks such as .,2,
1.0101E+12,1.01011E+16,1,2445.650635,1,1,16,87,E,Dairy based beve,2,
1.0101E+12,1.01011E+16,1,2445.650635,1,1,16,87,F,Vegetables and r,2,
1.0101E+12,1.01011E+16,1,2445.650635,1,1,16,87,G,Non alcoholic dr,2,
1.0101E+12,1.01011E+16,1,2445.650635,1,1,16,87,H,Alcoholic drinks,1,3
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,101,A,Full meal Breakf,2,
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,101,B,Full meal Luncht,2,
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,101,C,Full meal Dinner,2,
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,101,D,Snacks such as .,2,
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,101,E,Dairy based beve,2,
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,101,F,Vegetables and r,2,
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,101,G,Non alcoholic dr,2,
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,101,H,Alcoholic drinks,2,
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,116,A,Full meal Breakf,2,
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,116,B,Full meal Luncht,2,
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,116,C,Full meal Dinner,2,
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,116,D,Snacks such as .,2,
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,116,E,Dairy based beve,2,
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,116,F,Vegetables and r,2,
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,116,G,Non alcoholic dr,2,
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,116,H,Alcoholic drinks,2,
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,131,A,Full meal Breakf,2,
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,131,B,Full meal Luncht,2,
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,131,C,Full meal Dinner,2,
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,131,D,Snacks such as .,2,
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,131,E,Dairy based beve,2,
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,131,F,Vegetables and r,2,
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,131,G,Non alcoholic dr,1,10
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,131,H,Alcoholic drinks,2,
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,146,A,Full meal Breakf,2,
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,146,B,Full meal Luncht,2,
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,146,C,Full meal Dinner,2,
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,146,D,Snacks such as .,2,
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,146,E,Dairy based beve,2,
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,146,F,Vegetables and r,2,
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,146,G,Non alcoholic dr,2,
1.0101E+12,1.01011E+16,1,2897.155029,1,1,16,146,H,Alcoholic drinks,2,
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,1,A,Full meal Breakf,2,
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,1,B,Full meal Luncht,1,60
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,1,C,Full meal Dinner,2,
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,1,D,Snacks such as .,2,
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,1,E,Dairy based beve,2,
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,1,F,Vegetables and r,2,
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,1,G,Non alcoholic dr,1,27
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,1,H,Alcoholic drinks,1,20
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,11,A,Full meal Breakf,1,20
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,11,B,Full meal Luncht,1,40
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,11,C,Full meal Dinner,1,40
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,11,D,Snacks such as .,2,
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,11,E,Dairy based beve,2,
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,11,F,Vegetables and r,2,
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,11,G,Non alcoholic dr,2,
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,11,H,Alcoholic drinks,1,20
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,16,A,Full meal Breakf,2,
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,16,B,Full meal Luncht,2,
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,16,C,Full meal Dinner,2,
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,16,D,Snacks such as .,2,
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,16,E,Dairy based beve,2,
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,16,F,Vegetables and r,2,
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,16,G,Non alcoholic dr,2,
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,16,H,Alcoholic drinks,2,
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,26,A,Full meal Breakf,2,
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,26,B,Full meal Luncht,2,
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,26,C,Full meal Dinner,1,50
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,26,D,Snacks such as .,2,
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,26,E,Dairy based beve,2,
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,26,F,Vegetables and r,2,
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,26,G,Non alcoholic dr,2,
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,26,H,Alcoholic drinks,1,10
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,31,A,Full meal Breakf,2,
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,31,B,Full meal Luncht,1,50
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,31,C,Full meal Dinner,2,
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,31,D,Snacks such as .,2,
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,31,E,Dairy based beve,2,
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,31,F,Vegetables and r,2,
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,31,G,Non alcoholic dr,1,15
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,31,H,Alcoholic drinks,1,14
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,36,A,Full meal Breakf,1,30
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,36,B,Full meal Luncht,1,60
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,36,C,Full meal Dinner,1,60
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,36,D,Snacks such as .,2,
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,36,E,Dairy based beve,2,
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,36,F,Vegetables and r,2,
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,36,G,Non alcoholic dr,1,60
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,36,H,Alcoholic drinks,1,22
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,46,A,Full meal Breakf,1,40
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,46,B,Full meal Luncht,1,70
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,46,C,Full meal Dinner,1,70
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,46,D,Snacks such as .,2,
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,46,E,Dairy based beve,2,
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,46,F,Vegetables and r,2,
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,46,G,Non alcoholic dr,2,
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,46,H,Alcoholic drinks,1,20
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,61,A,Full meal Breakf,1,7
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,61,B,Full meal Luncht,1,40
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,61,C,Full meal Dinner,1,100
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,61,D,Snacks such as .,2,
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,61,E,Dairy based beve,2,
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,61,F,Vegetables and r,2,
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,61,G,Non alcoholic dr,1,30
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,61,H,Alcoholic drinks,1,26
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,91,A,Full meal Breakf,2,
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,91,B,Full meal Luncht,2,
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,91,C,Full meal Dinner,1,50
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,91,D,Snacks such as .,2,
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,91,E,Dairy based beve,2,
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,91,F,Vegetables and r,2,
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,91,G,Non alcoholic dr,2,
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,91,H,Alcoholic drinks,1,10
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,106,A,Full meal Breakf,2,
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,106,B,Full meal Luncht,1,60
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,106,C,Full meal Dinner,1,65
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,106,D,Snacks such as .,2,
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,106,E,Dairy based beve,2,
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,106,F,Vegetables and r,2,
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,106,G,Non alcoholic dr,2,
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,106,H,Alcoholic drinks,1,20
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,121,A,Full meal Breakf,1,50
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,121,B,Full meal Luncht,1,250
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,121,C,Full meal Dinner,1,250
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,121,D,Snacks such as .,2,
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,121,E,Dairy based beve,2,
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,121,F,Vegetables and r,2,
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,121,G,Non alcoholic dr,1,100
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,121,H,Alcoholic drinks,1,100
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,136,A,Full meal Breakf,1,20
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,136,B,Full meal Luncht,1,35
